prompt,title,feature_aderencia_tema
69,Agrotóxicos no Brasil,0.44693821779444654
78,Reforma nem sempre é sinônimo de melhora.,0.5866430973816905
52,Nível de informações,0.5049569694059184
48,Sus,0.44580971289496435
45,Lei de abuso de autoridade,0.5836909353053548
48,SUS,0.68839799654797
43,Declínio Democrático,0.43079520672425525
81,,0.6348651203624055
52,Informação é tudo,0.571476852487577
56,"Sistema Carcerário Brasileiro, prisões ou celas de tortura?",0.563982408776598
52,Gravidez precoce,0.7203504123448904
50,A necessidade de inovação e incentivos fiscais à ciência e tecnologia no Brasil,0.42296039397544516
68,Um povo sem cultura é o mesmo que um povo sem memórias,0.47663749559220947
74,Atitudes retrógradas,0.5994577299193258
82,Automedição,0.5302133726023224
53,A influência dos meios de comunicação na sociedade brasileira,0.5889187466070096
57,,0.6263553220255805
62,Respeito ao próximo é sua melhor opção,0.37121276321372104
84,A eficiência do Estatuto,0.47935702347038783
48,A importância e os desafios do Sus no Brasil,0.6171611922475274
76,O desafio da equidade de gênero,0.36031515064345565
73,Caminhos para o combate do racismo no Brasil,0.29963075621382856
76,Empresas tendenciosas,0.6114544313124554
78,,0.34188325079250714
52,"PLANEJANDO BEM,QUE MAL TEM.",0.4639320058743755
45,Estamentos sociais,0.5998079302543485
49,"Influenciadores digitais, uma discussão social",0.5275865755693728
49,Totalitarismo Subjacente,0.427800303564011
56,Como reverter o cenário da atual situação carcerária do Brasil?,0.5188421462351084
55,Valor a Cultura!,0.6200577676763249
71,Suicídio contemporâneo,0.5719769882598099
84,O país não tem estrutura para aceitação de algumas leis,0.5568354330622011
63,Thanos estava certoW,0.4367038477357137
45,O problema do abuso de autoridade no Brasil,0.6911050756431925
49,.,0.5421008152972082
82,Automedicação,0.5663815214513245
64,Educação necessária,0.569517239787127
69,Uso contínuo de agrotóxicos,0.6657629015208667
73,"Brasil, um país de todos",0.4505732580603073
64,,0.4725056426331972
58,,0.6537269850871418
77,homofobia uma questão da atualidade,0.5547789182130137
59,Fome de viver,0.5528753983028091
52,Gravidez na adolescência,0.5591100711754098
82,,0.49249347714005576
83,Em busca da qualidade de vida,0.43678383733828613
46,privatização do saneamento básico,0.5298563099211725
55,Manifesto Indigenista,0.5293158298854097
64,A educação sexual nas escolas,0.3399434996986078
45,Lei,0.5900402308998699
48,A eficiência e problemáticas do Sistema Único de Saúde,0.623574727633667
63,Impactos Ambientais,0.33097064483197036
83,Não seria nada mal deixar a prática esportiva virar um hábito em sua vida.*,0.3606448173715512
51,Educação Funcional,0.43296919819474183
45,A questão do abuso de autoridade no  Brasil,0.620089523443926
59,,0.5423279326230964
72,Notícia falsa pode nos manipular?,0.3930896472741355
76,,0.5805589472932784
78,Uma revolução para a educação brasileira,0.6446676478704079
73,,0.6231424074666073
52,vida de mãe,0.4773225575525136
78,A MP do Novo Ensino Médio,0.6099397007545838
64,Educação sexual nas escolas,0.6788120530694877
60,OS DESAFIO DA REFORMA DA PREVIDÊNCIA NO BRASIL,0.4402448081758579
63,Elucubração do Brasil floresta e cidade.,0.44442161290131005
59,A fome no contexto social brasileiro,0.7030331550783184
70,DSTs no Século XXI,0.4653992779228858
74,Violência contra a mulher no brasil,0.5755013948761174
44,!!!,0.5517966227792457
59,,0.5596004262353949
59,Desigualdade e fome ainda presentes no Brasil,0.5724978842597095
69,Os agrotóxicos e a sustentabilidade,0.6942310462838779
82,Responsabilidade é o remédio indicado,0.4700196973890688
54,,0.5378045798977038
59,,0.4717574969620742
71,,0.5351033874560523
74,,0.6254321485202122
49,Influenciadores digitais,0.5745886941818276
60,Amálgama de Beauvoir,0.5367288493688195
74,Feminicio e a lei 13.104,0.576041560718164
45,Redação 21 - Abuso de autoridade no Brasil,0.5788096428857656
83,As Olímpiadas com a cara do governo.*,0.19962242242980158
65,Sonhando o sonho do treinador Carter,0.5473255792083128
58,Problema antigo,0.41918072892451835
78,Os benefícios se sobrepõe,0.7087887995083981
44,Indivíduos são particulares,0.5243519451284498
59,A realidade da fome no Brasil,0.6112070000974978
62,Propagação dos discursos de ódio,0.5501556361512442
81,,0.4759179721694746
68,Valorize seu patrimônio histórico enquanto há tempo,0.45226336520755295
47,"Educação, um direito de todos!",0.46050095394361107
71,,0.5261808311553406
56,,0.6450943521166244
45,Abuso de autoridade no Brasil,0.44909416274550845
71,A importância do diálogo,0.5666607334945514
69,,0.5866121008997294
62,,0.32585468508230864
83,O papel de mudança,0.46769811495144525
81,A Liberdade de Crença Religiosa na Sociedade,0.6472390852622111
73,Desafios dos negros atualmente,0.4669910735082506
56,Negligência governamental a respeito dos presídios brasileiros,0.5023806739094704
51,A educação na construção da sociedade ideal,0.43924242089549603
62,Discurso de odio nas redes sociais.,0.38802958281519084
62,,0.5682998928875768
74,Mulher ou objeto será este o desfecho,0.5201196323299129
76,Luta por Igualdade,0.5995678673891389
45,A autoridade abusiva do Brasil tem solução?,0.5031024432250856
64,A importância da educação sexual,0.42199363842594845
81,,0.43763471227072004
56,Nem na prisão à segurança,0.45325416044415434
58,Repensando conceitos,0.4227217312677377
59,Fome,0.4863578843629991
44,O limite da exceção,0.43950143466793284
83,Introdução ás* atividades físicas,0.28233444268303537
76,A mulher e a luta pelos seus direitos,0.5639109752409923
52,Previna,0.3794945512212488
46,Privatização do saneamento básico,0.39718315162189793
76,,0.5558581030955232
76,Igualdade de gêneros,0.5413519027459136
73,"Acenda a luz novamente, Lei Áurea",0.31219071007074606
84,Informação para solução,0.5421512693654778
48,Saúde democratizada,0.5966104888625406
71,,0.5441533738054621
81,Defendendo a liberdade de religião no Brasil,0.4804611626483037
56,Mudando a atual situação carcerária Brasileira.,0.4596439633780352
69,Venenos alimentícios,0.564484563163672
62,Não a disseminação do ódio.,0.49938249666307843
72,,0.577717700877456
69,O uso de agrotóxicos no Brasil,0.41411869868919754
69,,0.6059310725971876
78,Reforma do Ensino Médio,0.6994004858814312
85,Nosso projeto de lei,0.46256556152944434
47,Educação em tempos de pandemia,0.4557338647124513
82,A automedicação ainda é uma necessidade!,0.4039645496210871
49,O PERIGO MUNDIAL DAS CELEBRIDADES DIGITAIS,0.5972763922033546
69,,0.5514024827838894
46,Privatização do saneamento básico,0.6150997305221352
65,,0.525284675354294
70,,0.38857508605462043
55,Chegada dos portugueses as terras brasileiras,0.5608001572060918
60,A reforma previdenciária em questão no Brasil,0.64145929025487
71,A problemática do suicídio entre jovens,0.50721490023331
45,AUTORIDADE NO BRASIL/ABUSO,0.5030780525443778
82,Automedicação,0.42323009321547866
54,A importância da vacina,0.5715627444652825
58,Prova de Fogo,0.6488595072220958
49,O PAPEL DOS INFLUENCIADORES DIGITAIS,0.5902630266097355
64,,0.49190084530833394
52,Os riscos da juventude,0.428942589261045
45,---,0.49519368741885783
58,O planeta precisa de você,0.4378790684413701
74,,0.5755622656585544
83,Jogos do aprendizado,0.4957761324688064
62,,0.49659763678645946
50,Coronavírus,0.5587736712151821
44,Aceitação do natural,0.5233128416871453
49,O Papel dos Influenciadores Digitais,0.4755064389610467
45,"Abuso, não!",0.5279950975107524
52,Gravidez precoce,0.4066615643578712
64,Sexualidade precoce entre os adolescentes,0.586742600336076
43,"""A cultura do cancelamento nas redes sociais""",0.4728391764252343
84,portes de armas pela população civil,0.6201935273266391
64,Educação Sexual,0.6645431407867998
45,Do abuso de poder,0.44336694371612995
85,Riscos Advindos do Álcool,0.12831807332062686
50,Coronavírus,0.5249455493815008
43,Pré-conceito.,0.20126411758269308
49,Influenciadores Digitais,0.4420704598849857
72,Fakes news,0.5116860994675256
81,Pluralidade que necessita de respeito,0.5633090970685575
70,,0.4565964903673536
50,A ciência brasileira e o coronavírus.,0.6046099696291405
81,Intolerância no Brasil,0.5633106239417609
46,A universalização do saneamento básico,0.5534347918941894
63,,0.47959339886122726
73,Racismo,0.483150341050619
54,A Importância Da Vacinação Para a População,0.6617432631685757
75,Livre porte de armas no Brasil,0.5634921953431395
84,Arma de fogo não é sinônimo de segurança,0.7259991724987825
81,"Intolerância religiosa, problema nacional",0.42412061516234933
69,"Agrotóxicos no Brasil, um caso sério",0.668524297537198
71,Mundo de aparências,0.6016396310911863
50,"Nem pandemia ""global"", nem isolamento ""social""",0.37005666929151343
70,consequências da desinformação,0.518158224461028
48,"""...""",0.5446733565838339
51,Usufruto do que lhe é exposto,0.3493926794449046
73,,0.544428625185412
52,Educação sexual,0.5046462270957908
75,combata o trafico não o porte,0.663166713040848
55,Os verdadeiros descobridores,0.32237511941975483
75,,0.5931355142853374
46,Privatização,0.6860637276049615
65,"Redução da maioridade penal, uma solução ineficaz para o problema",0.31542875708673324
43,P,0.48684120572781003
83,O esporte,0.4419603417186554
44,O que é realmente ser uma mulher?,0.5053110561993415
47,Desafios na Educação,0.6414057645185836
43,"Cancelamento digital, desnecessário e nocivo",0.5507089085675656
46,Saneamento básico,0.6212401577666901
71,,0.605138618366722
77,Love is Love,0.3789629064319913
50,Desenvolvimento científico,0.4056845352516954
64,,0.4422903050341961
71,,0.4480664351589641
43,cancelando opiniões,0.6501319742611538
63,Impactos ambientais no Brasil,0.4134853677793858
50,Comportamentos e crenças contrários a ciência prejudicam o combate a pandemia de coronavírus,0.46278091650055464
50,Medidas para uma ciência mais eficiente,0.2539598611019147
85,,0.5422614691112322
52,Sem título,0.5125385054577829
73,O tempo não cura tudo.,0.34088932116211673
47,.,0.4032681100440218
73,,0.5151833008258901
47,Sou1000Al,0.5421174794482659
75,Mais educação gera menos violência,0.5824280041984883
49,Os cuidados com a redes sociais,0.5195774355927165
46,Saneamento,0.5821136071036517
82,"Automedicação, como resolver?",0.6312494103941602
45,As bases da sociedade brasileira,0.45331753851881784
66,O ser humano alienado a internet,0.493309909338535
85,O Crescimento Republicano,0.47511506758577304
43,"A censura por trás da ""cultura do cancelamento""",0.3620526593082255
82,A cultura de se automedicar,0.3907958943939002
67,Desafios dos indígenas no Brasil,0.7393729096122702
59,O Brasil e sua agricultura,0.6384135768967643
60,,0.5255085246254875
48,SUS sua importância e seus desafios,0.552866923686462
53,,0.5170149415140771
74,"feminicidio , violencia contra mulher",0.5753614329519825
51,Alta taxa de analfabetismo funcional,0.5626870293092261
75,Arma o cidadão,0.5139160247990805
43,A cultura do cancelamento tornou-se ilógica.,0.4754479411252343
49,O papel dos influenciadores digitais em época de isolamento social,0.5910762200716208
71,O papel do suicídio na vida de jovens,0.5172805529596156
49,Redação 9 – Papel dos influenciadores digitais,0.5714923319050998
84,Disparando a paz,0.5449698420428072
52,Juventude Abreviada,0.5944426943899201
82,Consequências ocultas da automedicação,0.5295997411938953
59,,0.7170617375210906
55,A importância de preserva uma Identidade,0.6051704557788878
47,Ensino a distância,0.5120898473817616
83,O esporte na superação das diferenças,0.5315264748628964
58,Meio Ambiente,0.7107483106611322
58,Cooperação universal,0.5099584966836925
49,Papel Rasgado,0.42256383846455714
50,O Uso da Ciência no Sistema Único de Saúde,0.25989628755276223
79,Onde não há educação! Há Problemão,0.2968878215577762
54,,0.49893650344247714
67,,0.451964951574361
84,,0.7637363497949959
53,Reféns dos meios de comunicação,0.6372395733980646
45,Princípio da autoridade,0.4782515419551032
48,A relevância do SUS para a sociedade,0.609608832748829
47,As distorções do ensino remoto,0.6038920582842876
58,,0.49185661239870804
65,Caminhos para diminuir a criminalização entre os jovens brasileiros,0.5121480850565666
69,Agrotóxicos,0.6655378771870322
49,Consequências da exposição de influenciadores digitais sobre os seguidores,0.4860185267246659
70,,0.5530258350294335
51,Analfabetismo funcional versus tecnologia versus marcado de trabalho,0.4372603788313215
46,privatizar para melhorar,0.6524387803410707
59,Fome,0.5441437666924938
48,A REDUÇÃO DOS PROBLEMAS DO SUS ATRAVÉS DA PREVENÇÃO DE DOENÇAS,0.5910112763193023
52,O problema de uma gravidez precoce,0.546542661005443
80,Preconceito racial é uma herança colonial,0.46742141332806214
82,Os malefícios da automedicação,0.5425979502340993
73,Dos quilombos ao século XXI,0.33641892800233947
55,Os Índios e seus Direitos,0.3976217255819469
46,JXP-A anti-democratização de um sistema de saúde precário,0.6203139140411003
48,SUS,0.6503707803788006
85,AQUECIMENTO GLOBAL,0.16657121880778245
44,Nós por nós.,0.4502201136742358
49,Influência e decadência,0.5538338025305041
77,,0.5107166654939783
66,Redes Sociais,0.37583175904467486
55,A soberba do homem civilizador,0.5361344810743462
46,Acesso ao saneamento básico,0.6967794239636776
54,Revolta contra os antivacinas,0.5330512328034456
48,Saúde Brasil,0.500658064454168
56,Como reverter o cenário da atual situação carcerária do Brasil?,0.27154729998129107
58,"Floresta Amazõnia, um problema ambiental",0.5294503193535052
52,Gravidez na adolescência,0.5369228176633191
44,"""Let Her Run""",0.4826795589463843
53,A influência dos meios,0.4699051611897861
85,A interferência da população nos processos decisórios,0.6134872280556105
83,Esporte x Sedentarismo,0.362850937423218
63,Grandes Corporações e o Meio Ambiente,0.4727329517229409
65,Educar é recuperar,0.4127918507058984
84,A arma é a educação,0.5112527966701882
83,Microcosmo da sociedade,0.5258049521844631
56,,0.5712616258584704
44,...,0.5271136797616781
84,,0.6745109527051186
56,A situção caótica dos presídios,0.4405467759713837
45,O abuso de autoridade como sacrilégio e crime,0.6192782164107162
84,Armas nas mãos certas,0.6493330348274402
63,Os impactos ambientais e suas consequências na sociedade brasileira,0.6332737643135514
51,Estagnação educacional,0.5190613333630002
75,"Avançar em segurança, não retroceder em armamento.",0.6520989414440481
60,Um mal necessário,0.5962099497019331
59,A fome em meio a fartura,0.6050811219179286
51,O analfabetismo funcional e suas problemáticas,0.39412660900391977
70,,0.4251651586754038
49,Atualidade Atemporal,0.3631754917568202
48,A democracia em forma de saúde,0.512667500692475
71,Não é só uma fase,0.5221302697214025
48,Sem título***,0.6213711282409647
78,Precisamos melhorar,0.5713072212803989
75,O livre porte de armas no Brasil,0.3138548185835891
78,A organização do ensino médio,0.6519974012946975
51,Analfabetismo,0.595642921953571
83,,0.4518610032102833
46,O marco é garantia?,0.5633713019389696
82,Do alívio a problemas mais sérios,0.6050671446259187
60,Reforma da Previdência,0.5762701834297591
56,Assegurado seus direitos,0.43660292981840376
82,Automedicação e seus riscos,0.6173842160755011
81,Intolerância religiosa no Brasil,0.29752786326192454
76,Machismo que subestima até no mercado de trabalho,0.6887151046501984
45,Abuso de autoridade no Brasil,0.48031173289742807
85,Sentindo na pele,0.4549836824409779
49,DIGITAIS INFLUENCERS,0.37175591848122247
84,Um imperativo à vida,0.4180663122972999
52,A ADOLESCÊNCIA E A GRAVIDEZ.,0.5398201562692901
56,O sistema carcerário brasileiro,0.3847753172815536
85,,0.5543307855668523
78,Um Brasil espelhado,0.44339058045325447
48,PALOMA MARIA SANTOS,0.5984636357222554
49,O Homem Unidimensional,0.5053366896921468
45,REDAÇÃO,0.49529903394028385
65,Evasão escolar como impulsionadora da criminalidade entre jovens,0.6807770408500524
61,,0.6196794853576915
50,Da ficção à realidade,0.3526195557234074
76,Equidade ou iniquidade de gênero em questão no Brasil?,0.6401685315116397
61,Deu-nos a pátria querida,0.6293241298878712
75,População de alma e não arma,0.47607739095542306
62,Reflexos históricos do discurso de ódio,0.45571795212689853
45,BLM,0.5851502616883983
79,Por menos cadeias e mais socialização,0.33097391029920975
80,Inclusão social contra o racismo e a injúria racial,0.456869850909518
83,A prática esportiva e seu legado,0.44167184501756845
55,A importância de valorizar e garantir os direitos dos povos indígenas no Brasil,0.5933760461064412
69,,0.445519617400589
58,Desmatamento e queimadas a importância de preservar a floresta amazônica,0.4945594829409258
60,A ameaça do direito social,0.47581269600976994
55,,0.38577906698987485
83,Esporte,0.6546231227970727
63,A Natureza geme e padece como em dores de parto,0.5690035171553616
73,Caminhos para superar os desafios encontrados pelos negros atualmente.,0.5722454680930574
77,,0.40567017897547064
58,Desastres ambientais,0.20890415195724915
78,Investimento educativo para melhoria do jovens,0.5753488538060301
54,Vacinas,0.6043970035736367
82,,0.6588823173121061
72,Fake news e os males que acarretam,0.5279505131644742
54,,0.6449041140501015
71,Suicídio de jovens e o mundo atual,0.53950693436352
48,A escolha de Sofia,0.6445617273097687
66,Luta contra a manipulação,0.6392850009437989
82,Automedicação,0.4239904396735578
79,como podemos mudar,0.49091548839074184
43,A bipolarização e o discurso de ódio nas redes sociais,0.32453807177762434
48,Saúde pública no Brasil,0.3975035672933131
74,,0.4181427031464631
65,sem título,0.5844733233910181
48,Brasil sem amparo,0.6401511776891385
50,Cientistas,0.48858222946621854
68,As Riquezas do Patrimônio Histórico,0.708048937886576
52,O real problema,0.4637223475094686
68,Valorização do patrimônio histórico brasileiro.,0.6324400064133122
71,Suicídio,0.4929033537194134
82,,0.4801626098906793
85,Cabe a todos lutarem por algo melhor!,0.47773974344204395
72,A ignorância das pessoas e as notícias tendenciosas,0.47997409430805293
50,A Nova Crise,0.37721122904892485
49,Padrão subconsciente do comportamento,0.6471137914351182
74,Feminicídio,0.6389048198331533
76,,0.6821319204217368
48,A crise como instrumento de mudança na saúde pública brasileira.,0.39699232638960397
64,Educação sexual com urgência,0.6830341353224328
46,Estratégia econômica da privatização do saneamento básico,0.7439731524135618
56,A solução é ressocializar,0.5384737504225152
74,Atitudes retrógradas,0.5328405997464705
71,Suicídio entre jovens,0.5328797184148714
61,,0.6497418065695829
43,A cultura do cancelamento nas redes sociais.(h),0.4444648481045623
85,Lei via internet,0.5610459437187024
74,,0.6036685447414487
54,,0.5196931789887468
78,A reforma do ensino médio,0.6379742267660712
61,O século da depressão e do suicídio,0.4729568767471654
77,,0.4825752497662467
60,A importância da reforma no sistema previdenciário brasileiro,0.44063794059893785
80,Educar é preciso,0.35315286117853195
47,Se educar é preciso,0.433265030599931
59,,0.5834133024989205
62,Internet,0.5053291119158622
48,SUS,0.6589576381020095
71,Como combater o suicídio entre os jovens,0.5284835173660973
62,A falsa liberdade de expressão na internet,0.5956865142720643
50,COVID-19,0.5344150289084747
78,Atitudes equivocadas podem destruir um país,0.5156137633851156
58,,0.598779426669858
58,,0.5712998500431563
75,Um tiro no próprio pé,0.545672111714083
46,Saneamento Básico no Brasil,0.5647792510883523
85,Problemas da Carta Magna,0.6045968997651778
70,O desinteresse que está adoecendo os jovens brasileiros,0.46560848947105615
47,A democratização do acesso ao EAD,0.6419517669263451
43,Tribunal da Internet,0.598024324766882
44,".""Let Her Run"".",0.4545852589066408
47,Dificuldades na educação à distância brasileira,0.5243908771424192
52,Gravidez precoce,0.5825155978041336
82,Remédio não é bala,0.5580943385105818
54,,0.5133189629511277
48,A importância do SUS e os desafios no cenário atual,0.613693669343037
55,Índios,0.6919404561419804
75,Sem segurança não há avanço,0.6569409455584581
85,Ainda há solução,0.4311661335007801
46,Será possível ter um saneamento básico de qualidade sem privatização do serviço?,0.7574255165319853
82,O uso indevido de medicamentos,0.635711438659726
63,"Tragédias ambientais, como evitá-las?",0.4817911805518348
80,O racismo no Brasil,0.5990909193851626
83,Esporte é saúde,0.3410081881642738
72,O questionamento coletivo finda as fake news,0.6685179280239201
59,"Alimentação, um direito ignorado.",0.4893724992700059
63,,0.3170060123874504
81,A fé no respeito como tolerância religiosa,0.6392361666753612
84,Barbárie social em questão no Brasil,0.48855340086366056
44,Mulheres São Todas Bem Vindas,0.475409947721239
85,politica* e educação,0.5364422515378896
59,Fome,0.6358282059686076
63,A indenização é uma punição ou não?,0.474071538458232
58,,0.713602717273398
83,o que podemos aprender com a pratica* do esporte,0.5612290018998339
55,"Indíos, a herança perdida do país",0.3796056676362793
53,A influência das redes sociais na vida das pessoas,0.6077310443457061
48,SAÚDE PÚBLICA NO BRASIL (bdsm),0.5340919175855974
64,As dificuldades e os resultados da educação sexual,0.3857534405804072
44,Será que Somente Hormônios Nos Definem?,0.529012160020844
43,O cancelamento nas redes sociais,0.45701323936812654
60,O bem necessário para o Cidadão,0.47642164378805807
56,,0.43124561059212413
48,SUS,0.6981398550623696
56,como reverter cenário da atual situação carcerária do brasil,0.5424082560757107
84,Estatuto do controle de armas de fogo,0.6243120135279024
59,Desigualdade na mesa,0.5210046546477077
48,Brasil e o SUS,0.6155251056158985
82,Automedicação,0.5983715412866866
51,Analfabetismo Funcional,0.5356257688848622
81,,0.4532945747820929
50,Coronavírus,0.6449203144089872
51,Luana Lovilna de Oliveira,0.5163760897905109
56,Em combate à visão punitivista,0.6295458843594074
45,Tratamento justo!,0.5823078820241843
59,O descaso do investimento no povo brasileiro,0.27422532151541235
49,"""Trabalho""",0.48965169878316867
47,Impasses na educação remota,0.5550743894864602
70,Precisamos falar sobre DSTs?,0.49822934551283654
68,O patrimônio histórico do tédio,0.5062297957419674
61,O Suícidio De Policíais.,0.53489450308077
46,---,0.6790692209108772
80,,0.4734095125178757
49,Influenciadores ou manipuladores digitais?,0.3927871735201888
69,,0.6542967495214997
48,A importância do SUS aos brasileiros,0.6695286638648849
46,Privatização do saneamento básico,0.5592625232866845
63,Grandes corporações e suas influências no meio ambiente,0.3874630272760106
50,Coronavírus,0.477558811214686
83,,0.45648392674602334
84,Porte de armas,0.32899102134666325
46,Privando os direitos básicos,0.7987735831247785
49,Infomarção Digital,0.40486314134568124
73,,0.4219230524450014
47,....,0.5113128429208937
82,Automedicação não!,0.5573945144643229
56,O vão entre a punição e a humilhação,0.4084912302620642
83,Esporte sem miséria,0.5370724596563298
69,,0.5926280151914659
43,A INTERNET DEVE SER UM AMBIENTE AGRADÁVEL,0.6025128877092633
71,Suicídio dos jovens no Brasil,0.5827595077998715
83,A educação que combate as doenças,0.5962721268778438
51,Precariedade da educação,0.5290191652152655
64,Sexualidade precoce das crianças,0.45606208610217447
54,,0.47999321529404043
56,Cárcere,0.5559829975093393
76,,0.6817199982149738
75,,0.4362945973306005
76,O desafio de ser mulher no Brasil,0.6485744108209206
59,"Fome, assunto que não se deixa para depois",0.49857499538931505
49,A sociedade do espetáculo,0.57054444995074
70,Prevenção.,0.38515939012414474
64,,0.5647827967620257
60,Reforma da Previdência,0.6101111638672742
51,No brasil alfabetização,0.2924204425811106
48,Relevância e Obstáculos do SUS,0.6505092749842162
58,,0.37405656316003805
47,"A educação, agora mais que nunca, mostra-se deficitária",0.6400419869570692
83,Respeitar as diferenças para atingir a igualdade,0.5334727926103286
49,O papel dos influenciadores digitais,0.5656293310118365
55,Nossos irmãos.,0.453031726935082
73,,0.48885483545070657
56,situaçao carcerario do Brasil,0.46120828671688663
56,Uma solução para a atual situação carcerária do Brasil.,0.420915514794849
46,Sou Mil PE,0.7530889333162369
45,AA - ABUSO DE AUTORIDADE -,0.5038924652123306
47,EAD PARA TODOS,0.6577084106908031
47,"""...""",0.3712718746839159
85,As boas decisões antecedem as melhorias.*,0.40838106607658126
74,Perpetuação,0.6293724904722454
45,A persistência do abuso de poder.,0.480301874708232
57,,0.5732051747190431
84,Porte de armas,0.5243165329155888
75,,0.6050917290556096
81,Intolerância Religiosa,0.5524064238037973
76,Características Anatômicas,0.5809377004346721
50,Ciência ou Achismo?,0.4546002670225432
49,A importância dos influenciadores digitais no seu meio,0.3823063972724206
47,"""Não tenho internet em casa""",0.42172598141654954
84,Ensinamentos Pitagóricos,0.4752920631128382
83,Prática esportiva,0.41938584543571744
50,"Coronavírus e ciência, uma discussão social",0.5361738482548805
80,Racismo,0.5306497961228277
43,A Lei do Cancelamento,0.46551612807286424
65,Educação,0.4238278064694491
50,A sociedade e a ciência em si,0.4360851248974669
83,,0.48313954686160865
56,Solução para a superpopulação carcerária,0.3654650105379576
82,Auto Intoxicação,0.5511185927790692
52,Dever,0.4915312937535995
81,,0.4014439178448918
47,Educação à distância no Brasil e seus desafios,0.5225132408096534
70,A conscientização ainda é um caminho,0.49730336229650307
79,Instabilidade carcerária,0.6144050802065472
72,A Geração tecnológica influenciando a humanidade,0.28434881264051703
82,,0.5957991332836698
82,A questão da automedicação,0.5306581639163159
82,Os perigos da automedicação,0.4933078121953208
73,,0.5952387276503573
56,Caos carcerário,0.4218209319323984
52,Jovens Mães,0.5485155509982216
56,A Situação atual do Sistema Prisional,0.4981026089853271
62,,0.46845523484955426
85,Pratica da democrâcia*,0.5350533703603428
52,Os problemas da Gravidez Precoce,0.4059393822595897
71,Não tenho nada a perder,0.36827207217168645
50,Pandemia- Covid19,0.28839506810224486
55,A conquistas de direitos,0.6985889512164906
84,Engatilhar não é solução,0.523070450632318
50,Como a história nos salvará?,0.3910400157365734
72,,0.5370269484587694
70,Doenças sexualmente transmissiveis(DSTS),0.5659088708271213
59,Quem tem fome tem pressa,0.501217498541001
57,Cinema lazer para poucos,0.6748123300706184
85,Com Amor Servir,0.3292290309344733
46,Universalização do Saneamento Básico,0.7137920801459965
46,000000,0.7255042516271132
68,não existe futuro sem passado,0.5676854377249596
76,Direitos não devem ser utópicos.,0.592794457633433
79,,0.49772765916764933
57,-,0.5590467741925066
49,Os formadores de opinião na era digital,0.435055311320173
49,O papel dos influnciadores digitais,0.4295801012116603
70,Está faltando conscientização.,0.4390442990184424
84,O tiro da segurança,0.42524683098517674
49,Garoto Propaganda,0.4509353515532702
68,Dever Cívico,0.6234569856965688
83,Os prós e os contras da atividade física,0.292479524960308
63,Respostas para o futuro do Brasil,0.588926963356452
48,Impasses do SUS,0.6341076938090668
59,Fome no Brasil,0.4792775017347779
81,Não à intolerância religiosa,0.39848936938041646
63,Nós contra nós mesmos.,0.4349645216078419
54,,0.43775402360306753
78,A polêmica do novo ensino médio,0.6649372454955451
48,Desafios da saúde pública,0.4527046438947373
43,My name is Xavier.,0.39052968467668914
67,"Questões Indígenas, uma discussão social",0.521123278569829
82,,0.6987519035919068
58,Ficção ou futuro indesejado?,0.597434606282765
73,Onde está a segurança para todos?,0.472737328959989
78,,0.4976855982025327
75,,0.46138283359872473
82,O melhor custo-benefício,0.4071201054388475
82,A Contrariedade da Automedicação,0.6036467248705588
67,,0.5636515302900523
43,Cultura do ódio gratuito,0.5257502223047255
58,,0.3811370104348089
45,Combate aos autoritários.,0.42452975737466014
76,Das mulheres aos transgêneros,0.5512755499623638
48,SUS,0.7215794649235093
72,Direito a informação,0.7506293744403565
51,"Analfabetismo funcional, um problema social",0.5343463161714964
85,Soberania popular,0.6176862308073013
55,Direito Indígena,0.4357084094646319
48,A importância da saúde pública no Brasil e a dificuldade em consolidá-lo,0.6376205969447541
52,A escolha é sua,0.2750722893938466
60,"Reforma da Previdência, uma discussão social",0.5947039049940757
56,A vida no cárcere e a atenção que ela merece,0.24373716971101456
51,Analfabetismo no Brasil,0.38781654420594863
62,Linha Tênue,0.5382539251511811
48,A Saúde Pública no Brasil,0.5636659323923852
63,Quais as soluções para os impactos ambientais resultantes de grandes corporações?,0.5937977301633476
61,,0.46735546766941655
62,A falta moral e ética nas redes sociais.,0.3763801034215523
58,Quando vai parar?,0.5530152304780105
44,Direitos iguais e dignidade para todas as atletas,0.40606526705863955
47,Paloma maria santos,0.5860148802720755
84,Agressão Destrutiva,0.43646513646611107
45,Violência policial no Brasil,0.6557868726841468
79,Combatendo futuras rebeliões,0.41034824712655793
59,Oportunidade e acessibilidade,0.37433671863319734
46,Privatizar o Saneamento Básico Do Brasil Resolverá o Problema ?,0.6438613397369949
52,Gravidez na adolescência,0.4402688937461862
83,A ferramenta de mudanças e beleza,0.5702768658082249
73,,0.4475512573085273
69,O uso abusivo do agrotóxicos na agricultura brasileira.,0.7415184949722599
46,04 - FBS,0.7396510442392653
50,o combate para essa epidemia,0.37897503226106
50,O esquecido incentivo à ciência brasileira.,0.6106725267016554
53,O mundo com outros olhos,0.47066324325993947
44,AB - Let Her Run -,0.5470657592813144
44,Injustiça contra as mulheres,0.5233312448670303
78,"Mudanças sim, mas em conjunto",0.568988790132051
81,O  Respeito é o caminho,0.6394074535637045
76,,0.7132312911830598
52,Gravidez Precoce,0.5796857081239349
81,Redação (Sem titulo),0.4942693763473808
63,Impactos da Modernidade,0.5338364895337777
48,SUS,0.6342516524809115
